plot,transect_ID,treatment,genotype,plot_grid,complexity,replicate_N_or_S,survey_number,month,day,year,date,visit,surveyor,cloud_cover(%),current,wind_speed,wind_direction,start_time,end_time,survey_elapsed_time,survey_type,SpeciesCode,common_name,SpeciesName,Genus,Family,Order,MaxLength,TrophicLevel,a,b,MajorTrophicGroup,SubTrophicGroup,FishingStatus,log a,L inf,grid_number,life_phase,TL,transit,plot_grid_survey,presence,biomass,density
LS,a,100A,NA,LS - 2,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,346-04-11,Sergeant Major,Abudefduf saxatilis,Abudefduf,Pomacentridae,Perciformes,23,3.4,0.02227,3.142,Omnivore,Omnivore,Minor commercial,-4.7859,23,2,A,15,NA,LS - 2 - 4,1,110.4075958,10.12658228
LS,a,100A,NA,LS - 2,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,346-04-11,Sergeant Major,Abudefduf saxatilis,Abudefduf,Pomacentridae,Perciformes,23,3.4,0.02227,3.142,Omnivore,Omnivore,Minor commercial,-4.7859,23,2,A,16,NA,LS - 2 - 4,1,135.2275571,10.12658228
LS,a,50L50A,U63,LS - 3,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,3,J,8,NA,LS - 3 - 4,1,6.059683918,3.797468354
LS,a,50L50A,U63,LS - 3,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,3,J,14,NA,LS - 3 - 4,1,52.63807656,3.797468354
LS,a,50L50A,U63,LS - 3,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,358-04-17,Yellowhead Wrasse,Halichoeres garnoti,Halichoeres,Labridae,Perciformes,19,3.5,0.0052,3.3747,Invertivore,Mobile Invert Feeder,Aquarium,-5.6591,19,3,J,10,NA,LS - 3 - 4,1,12.32262816,3.797468354
LS,a,30L70A,M1,LS - 5,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,5,A,4,NA,LS - 5 - 4,1,1.437819187,6.329113924
LS,a,30L70A,M1,LS - 5,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,5,A,6,NA,LS - 5 - 4,1,5.160910339,6.329113924
LS,a,30L70A,M1,LS - 5,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,5,J,4.5,NA,LS - 5 - 4,1,0.859571703,6.329113924
LS,a,30L70A,M1,LS - 5,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,403-00-01,Goby sp. unid.,Goby sp.,Goby,Gobiidae,Perciformes,8,NA,NA,NA,Omnivore,Omnivore,Aquarium,NA,8,5,A,4,NA,LS - 5 - 4,1,NA,6.329113924
LS,a,30L70A,M1,LS - 5,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,358-06-11,Spanish Hogfish,Bodianus rufus,Bodianus,Labridae,Perciformes,40,3.4,0.0145,3.0532,Invertivore,Mobile Invert Feeder,Minor commercial,-4.8936,40,5,J,4,NA,LS - 5 - 4,1,0.999027787,6.329113924
LS,a,control,NA,LS - 7,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,A,8,yes,LS - 7 - 4,1,4.602298655,2.53164557
LS,a,control,NA,LS - 7,Low,S,4,June,2,2019,02-Jun-19,0,Kelsey,10,L,7,S,12:33:00,13:13:00,0:40:00,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,A,10,yes,LS - 7 - 4,1,8.822339733,2.53164557
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,395-00-00,Blenny Family,Blenniidae,Blenniidae,Blenniidae,Perciformes,12,NA,NA,NA,Herbivore,Small Territorial Herbivore,Aquarium,NA,12,10,A,2,NA,LS - 10 - 5,1,NA,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,10,A,4,NA,LS - 10 - 5,1,0.504874683,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,10,I,6,NA,LS - 10 - 5,1,3.955528588,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,10,I,6,NA,LS - 10 - 5,1,3.955528588,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,10,I,7,NA,LS - 10 - 5,1,6.334518089,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,10,I,7,NA,LS - 10 - 5,1,6.334518089,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,10,I,7,NA,LS - 10 - 5,1,6.334518089,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,10,I,8,NA,LS - 10 - 5,1,9.525052549,11.39240506
LS,b,70L30A,K1,LS - 10,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,10,I,8,NA,LS - 10 - 5,1,9.525052549,11.39240506
LS,b,30L70A,U63,LS - 11,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,395-00-00,Blenny Family,Blenniidae,Blenniidae,Blenniidae,Perciformes,12,NA,NA,NA,Herbivore,Small Territorial Herbivore,Aquarium,NA,12,11,A,2,NA,LS - 11 - 5,1,NA,6.329113924
LS,b,30L70A,U63,LS - 11,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,11,I,9,NA,LS - 11 - 5,1,6.488522033,6.329113924
LS,b,30L70A,U63,LS - 11,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,11,I,4,NA,LS - 11 - 5,1,0.468474538,6.329113924
LS,b,30L70A,U63,LS - 11,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,11,I,5,NA,LS - 11 - 5,1,1.068056067,6.329113924
LS,b,30L70A,U63,LS - 11,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-04-16,Clown Wrasse,Halichoeres maculipinna,Halichoeres,Labridae,Perciformes,18,3.3,0.0028,3.6932,Invertivore,Mobile Invert Feeder,Aquarium,-6.2524,18,11,I,7,NA,LS - 11 - 5,1,3.700616771,6.329113924
LS,b,control,NA,LS - 12,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,346-02-12,Dusky Damselfish,Stegastes dorsopunicans,Stegastes,Pomacentridae,Perciformes,15,2.5,0.0349,2.8956,Herbivore,Small Territorial Herbivore,Aquarium,-4.3479,15,12,A,14,NA,LS - 12 - 5,1,72.70324026,1.265822785
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,13,A,6,NA,LS - 13 - 5,1,5.160910339,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,13,A,7,NA,LS - 13 - 5,1,8.38949656,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,395-00-00,Blenny Family,Blenniidae,Blenniidae,Blenniidae,Perciformes,12,NA,NA,NA,Herbivore,Small Territorial Herbivore,Aquarium,NA,12,13,A,2,NA,LS - 13 - 5,1,NA,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,395-00-00,Blenny Family,Blenniidae,Blenniidae,Blenniidae,Perciformes,12,NA,NA,NA,Herbivore,Small Territorial Herbivore,Aquarium,NA,12,13,A,2,NA,LS - 13 - 5,1,NA,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,395-00-00,Blenny Family,Blenniidae,Blenniidae,Blenniidae,Perciformes,12,NA,NA,NA,Herbivore,Small Territorial Herbivore,Aquarium,NA,12,13,A,2,NA,LS - 13 - 5,1,NA,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,A,4,NA,LS - 13 - 5,1,0.609692881,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,A,4,NA,LS - 13 - 5,1,0.609692881,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,5,NA,LS - 13 - 5,1,1.168745911,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,A,5,NA,LS - 13 - 5,1,1.168745911,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,A,5,NA,LS - 13 - 5,1,1.168745911,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,6,NA,LS - 13 - 5,1,1.988971014,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,6,NA,LS - 13 - 5,1,1.988971014,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,7,NA,LS - 13 - 5,1,3.117874873,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,7,NA,LS - 13 - 5,1,3.117874873,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,8,NA,LS - 13 - 5,1,4.602298655,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,8,NA,LS - 13 - 5,1,4.602298655,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,9,NA,LS - 13 - 5,1,6.488522033,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,9,NA,LS - 13 - 5,1,6.488522033,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,13,I,10,NA,LS - 13 - 5,1,8.822339733,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,13,A,4,NA,LS - 13 - 5,1,0.504874683,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,13,A,4,NA,LS - 13 - 5,1,0.504874683,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,13,A,5,NA,LS - 13 - 5,1,0.840383677,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,13,A,5,NA,LS - 13 - 5,1,0.840383677,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,13,J,9,NA,LS - 13 - 5,1,8.796113955,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,13,I,4,NA,LS - 13 - 5,1,1.146254225,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,13,I,5,NA,LS - 13 - 5,1,2.266322222,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,13,I,6,NA,LS - 13 - 5,1,3.955528588,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,13,I,7,NA,LS - 13 - 5,1,6.334518089,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,13,I,9,NA,LS - 13 - 5,1,13.64985713,37.97468354
LS,b,70L30A,M5,LS - 13,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,13,I,NA,NA,LS - 13 - 5,1,NA,37.97468354
LS,b,50L50A,K1,LS - 14,Low,S,5,June,2,2019,02-Jun-19,0,Taylor,10,L,7,S,NA,NA,NA,baseline recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,14,A,5,NA,LS - 14 - 5,1,2.905058917,22.78481013
